#---------------------------- KTU 1.176 1
155995		?	?	?	?
#---------------------------- KTU 1.176 2
155996		?	?	?	?
#---------------------------- KTU 1.176 3
155997	plg	plg[;plg/	/p-l-g/;plg	vb;n. m.	to be split;stream
155998	yt	yt/	yt	n. m.	?
155999		?	?	?	?
#---------------------------- KTU 1.176 4
156000	dm	dm(I);dm(II)/;ˤbd(I)/	dm (I);dm (II);ʕbd (I)	functor;n. m.;n. m.	since;blood;servant
156001	lšn	lš/+n	lšn	n. f.	tongue
156002	x	?	?	?	?
#---------------------------- KTU 1.176 5
156003	th	ˤl(I)+h(I);ˤl(I)+h(II);aḫt(I)/+h(I)	ʕl (I),-h (I);ʕl (I),-h (II);ảḫt (I),-h (I)	prep.,pers. pn./morph.;prep.,adv. functor;n. f.,pers. pn./morph.	upon,his /her (hers) / its;upon,to;sister (related by blood),his /her (hers) / its
156004	plg	plg[;plg/	/p-l-g/;plg	vb;n. m.	to be split;stream
156005		?	?	?	?
#---------------------------- KTU 1.176 6
156006	ˤlyt	?	?	?	?	DULAT: NOT FOUND
156007	dk	d+k(I)	d,-k (I)	det. or rel. functor,pers. pn./morph.	the one(s) of,your(s)
#---------------------------- KTU 1.176 7
156008	rps	?	?	?	?	DULAT: NOT FOUND
156009	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
156010	ˤ	ˤrš/;ˤšr(I)/;ṣpn/	ʕrš;ʕšr (I);ṣpn	n. f.;n. num.;TN/DN	bed;ten;north
#---------------------------- KTU 1.176 8
156011	yt	yt/	yt	n. m.	?
156012	lḥk	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.176 9
156013	in	in/	ỉn	n. m.	lack of
156014	dbḥ	dbḥ[;dbḥ/	/d-b-ḥ/;dbḥ	vb;n. m.	to sacrifice;sacrifice
156015		?	?	?	?
#---------------------------- KTU 1.176 10
156016	yˤdb	!y!ˤdb[	/ʕ-d-b/	vb	to leave > to put in
156017	bˤ	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.176 11
156018	yhgb	?	?	?	?	DULAT: NOT FOUND
156019		?	?	?	?
#---------------------------- KTU 1.176 12
156020	tˤ	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.176 13
156021	g	ṯigt/	ṯỉgt	n. f.	neighing
#---------------------------- KTU 1.176 14
156022	il	il(I)/	ỉl (I)	n. m.	god
156023	w	w	w	conj.	and
#---------------------------- KTU 1.176 15
156024	ḥsm	?	?	?	?	DULAT: NOT FOUND
156025	ḥ	lqḥ[	/l-q-ḥ/	vb	to get hold of
#---------------------------- KTU 1.176 16
156026	pat	pi/t=	pỉt	n. m.	temple
156027	ilm	il(I)/	ỉl (I)	n. m.	god
#---------------------------- KTU 1.176 17
156028	tm	tm/	tm	adj. m.	complete
156029	ḥwy	ḥw(I)[+y(I);ḥw(I)[+y(II)	/ḥ-w/y-y/ (I),-y (I);/ḥ-w/y-y/ (I),-y (II)	vb,prep.;vb,postp. functor	to live,my;to live,yes
156030	w	w	w	conj.	and
#---------------------------- KTU 1.176 18
156031	b	b	b	prep.	in
156032	ġlmk	ġlm/+k(I)	ġlm,-k (I)	n. m.,pers. pn./morph.	boy,your(s)
156033		?	?	?	?
#---------------------------- KTU 1.176 19
156034	adr	adr(I)/;adr(II)/	ảdr (I);ảdr (II)	adj. m. or n. m.;n. m.	wonderful;granary
156035	ṣr	ṣr/	ṣr	TN	Tyre
#---------------------------- KTU 1.176 20
156036	ilm	il(I)/	ỉl (I)	n. m.	god
156037	ḥrn	ḥr(I)/+n(I);ḥr(I)/+n(II);ḥr(I)/+n(III)	ḥr (I),-n (I);ḥr (I),-n (II);ḥr (I),-n (III)	n. m.,morph.;n. m.,pers. pn./morph./vb;n. m.,pers. pn./morph.	intestine(s),Sun;intestine(s),me;intestine(s),our
#---------------------------- KTU 1.176 21
156038	ylḥm	!y!lḥm(I)[	/l-ḥ-m/ (I)	vb	to eat
156039	ˤm	ˤm(I)	ʕm (I)	prep.	to
#---------------------------- KTU 1.176 22
156040	ik	ik	ỉk	interr. functor	how?
156041	lilm	?	?	?	?	DULAT: NOT FOUND
#---------------------------- KTU 1.176 23
156042	ydk	!y!dk[	d-k(-k)	vb	to be pounded
156043	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
156044	ḥr	ḥr(I)/	ḥr (I)	n. m.	intestine(s)
#---------------------------- KTU 1.176 24
156045	w	w	w	conj.	and
156046	ra	qrʔ[	/q-r-ʔ/	vb	to call
156047	hn	hn	hn	deictic functor/adv.	behold!
#---------------------------- KTU 1.176 25
156048	lak	lʔk[	/l-ʔ-k/	vb	to send (a message)
156049	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
156050	t	ˤl(I);k(I);lqḥ[	ʕl (I);k (I);/l-q-ḥ/	prep.;prep.;vb	upon;like;to get hold of
#---------------------------- KTU 1.176 26
156051	al	al(I);al(II)	ảl (I);ảl (II)	neg. functor;pos. functor	no;surely
156052	ḫtt	ḫt[	/ḫ-t(-t)/	vb	to break
#---------------------------- KTU 1.176 27
156053	ḫttk	ḫtt/	ḫtt	n. m.	?
156054		?	?	?	?
#---------------------------- KTU 1.176 28
156055	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
156056	ḥr	ḥr(I)/	ḥr (I)	n. m.	intestine(s)
